,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
28398,volkswagen,multivan,13950,1999,with mileage,298000,diesel,2500,blue,mechanics,front-wheel drive,M
28421,kia,carnival,2999,2000,with mileage,320000,diesel,2900,green,mechanics,front-wheel drive,M
28422,renault,scenic,2800,1999,with mileage,185000,petrol,1600,blue,mechanics,front-wheel drive,M
28425,volkswagen,transporter,6800,2002,with mileage,345000,diesel,2500,yellow,mechanics,front-wheel drive,M
28431,volkswagen,transporter,6400,1992,with mileage,386000,diesel,2400,white,mechanics,front-wheel drive,M
28435,mercedes-benz,vito,22870,2015,with mileage,250000,diesel,1600,black,mechanics,,M
28439,peugeot,expert,13200,2014,with mileage,193000,diesel,1600,white,mechanics,front-wheel drive,M
28457,fiat,ulysse,1800,1996,with mileage,10,petrol,2000,red,mechanics,front-wheel drive,M
28488,volkswagen,multivan,13500,2007,with mileage,460000,diesel,2500,blue,mechanics,front-wheel drive,M
28498,opel,zafira,3990,2001,with mileage,315000,diesel,2000,gray,mechanics,front-wheel drive,M
28505,hyundai,h-1-starex,14699,2011,with mileage,126000,diesel,2500,blue,auto,rear drive,M
28521,opel,zafira,3803,2001,with mileage,323557,diesel,2000,white,mechanics,front-wheel drive,M
28527,toyota,corolla-verso,6900,2005,with mileage,193000,diesel,2000,silver,mechanics,front-wheel drive,M
28529,opel,zafira,4600,2000,with mileage,332732,diesel,2000,silver,mechanics,front-wheel drive,M
28532,mitsubishi,space-star,2400,1999,with mileage,250000,petrol,1300,red,mechanics,front-wheel drive,M
28533,volkswagen,touran,8500,2008,with mileage,290000,diesel,2000,silver,auto,front-wheel drive,M
28560,citroen,c8,5500,2002,with mileage,410000,diesel,2000,blue,mechanics,front-wheel drive,M
28562,peugeot,partner,7850,2012,with mileage,145000,petrol,1600,other,mechanics,front-wheel drive,M
28570,kia,carnival,9950,2007,with mileage,172000,diesel,2900,black,auto,front-wheel drive,M
28571,mazda,mpv,3998,2003,with mileage,349000,diesel,2000,silver,mechanics,front-wheel drive,M
28573,volkswagen,caravelle,6350,1997,with mileage,227000,diesel,2500,white,mechanics,front-wheel drive,M
28583,volkswagen,multivan,14550,2007,with mileage,312000,diesel,2500,black,mechanics,,M
28598,mitsubishi,grandis,11400,2008,with mileage,220000,petrol,2400,black,auto,front-wheel drive,M
28603,volkswagen,touran,9500,2011,with mileage,264,petrol,1400,blue,auto,front-wheel drive,M
28606,volkswagen,touran,8450,2008,with mileage,204000,diesel,1900,gray,mechanics,front-wheel drive,M
28608,volkswagen,touran,6500,2006,with mileage,272820,diesel,1900,silver,mechanics,front-wheel drive,M
28620,mazda,mpv,6500,2004,with mileage,148000,diesel,1900,silver,mechanics,front-wheel drive,M
28626,citroen,berlingo,2600,2000,with mileage,179000,diesel,1900,other,mechanics,front-wheel drive,M
28634,volkswagen,multivan,12590,2002,with mileage,209000,diesel,2500,silver,mechanics,front-wheel drive,M
28638,volkswagen,caddy,6200,2006,with mileage,290000,diesel,1900,green,mechanics,front-wheel drive,M
28666,opel,vivaro,8650,2002,with mileage,420000,diesel,1900,gray,mechanics,front-wheel drive,M
28673,volkswagen,touran,17800,2016,with mileage,163000,diesel,1600,black,mechanics,front-wheel drive,M
28675,mitsubishi,space-wagon,1300,1997,with mileage,360000,diesel,2000,blue,mechanics,front-wheel drive,M
28691,ford,c-max,4800,2006,with mileage,220000,petrol,1800,black,mechanics,front-wheel drive,M
28714,mercedes-benz,b-klass,13750,2014,with mileage,103000,petrol,1600,white,auto,front-wheel drive,M
28717,peugeot,806,2180,1998,with mileage,340000,petrol,2000,blue,mechanics,front-wheel drive,M
28719,volkswagen,transporter,6400,1998,with mileage,400000,diesel,1900,other,mechanics,front-wheel drive,M
28724,ford,galaxy,3700,1998,with mileage,398000,diesel,1900,white,mechanics,front-wheel drive,M
28728,mercedes-benz,b-klass,9000,2010,with mileage,90000,petrol,1700,silver,mechanics,front-wheel drive,M
28729,mazda,mpv,5100,2002,with mileage,230000,diesel,2000,blue,mechanics,front-wheel drive,M
28748,volkswagen,multivan,35000,2014,with mileage,101000,diesel,2000,silver,auto,front-wheel drive,M
28749,volkswagen,touran,10981,2014,with mileage,190000,petrol,1400,white,auto,front-wheel drive,M
28752,volkswagen,transporter,7650,2001,with mileage,370000,diesel,1900,white,mechanics,front-wheel drive,M
28757,hyundai,matrix,4100,2006,with mileage,235000,petrol,1600,silver,auto,front-wheel drive,M
28801,volkswagen,touran,6350,2004,with mileage,250000,diesel,2000,silver,mechanics,front-wheel drive,M
28804,chrysler,town-and-country,5800,2001,with mileage,389000,petrol,3800,other,auto,front-wheel drive,M
28813,opel,zafira,12400,2015,with mileage,126000,diesel,1600,gray,mechanics,front-wheel drive,M
28821,peugeot,expert,6000,2005,with mileage,274000,diesel,2000,blue,mechanics,front-wheel drive,M
28835,peugeot,partner,1236,2002,with damage,260000,diesel,1900,white,mechanics,front-wheel drive,M
28851,renault,scenic,3500,2001,with mileage,370000,diesel,1900,gray,mechanics,front-wheel drive,M
28855,chrysler,voyager,3200,1998,with mileage,520000,petrol,2400,blue,auto,front-wheel drive,M
28859,volkswagen,multivan,14850,2006,with mileage,392000,diesel,2500,brown,mechanics,front-wheel drive,M
28873,opel,zafira,7450,2007,with mileage,155000,petrol,1800,blue,mechanics,front-wheel drive,M
28878,renault,scenic,7500,2010,with mileage,258900,diesel,1500,silver,mechanics,front-wheel drive,M
28890,opel,zafira,7060,2010,with mileage,167563,petrol,1800,silver,auto,front-wheel drive,M
28891,seat,alhambra,15499,2011,with mileage,208159,diesel,2000,blue,mechanics,front-wheel drive,M
28897,volkswagen,transporter,5000,1993,with mileage,450000,diesel,1900,white,mechanics,front-wheel drive,M
28904,chrysler,voyager,5700,2002,with mileage,320000,diesel,2500,gray,mechanics,front-wheel drive,M
28908,renault,scenic,7350,2010,with mileage,250000,diesel,1500,black,mechanics,front-wheel drive,M
28909,ford,c-max,5650,2005,with mileage,220000,petrol,2000,black,auto,front-wheel drive,M
28912,ford,fusion-usa,12800,2016,with mileage,86000,petrol,1500,white,auto,front-wheel drive,M
28920,volkswagen,touran,6200,2005,with mileage,238000,diesel,1900,blue,mechanics,front-wheel drive,M
28921,mitsubishi,space-wagon,2300,1999,with mileage,313,petrol,2400,red,mechanics,front-wheel drive,M
28922,nissan,note,4800,2008,with mileage,177000,petrol,1400,blue,mechanics,front-wheel drive,M
28934,fiat,doblo,2500,2002,with mileage,220000,diesel,1900,white,mechanics,front-wheel drive,M
28944,peugeot,expert,11400,2012,with mileage,404666,diesel,2000,white,mechanics,front-wheel drive,M
28967,renault,scenic,11800,2013,with mileage,180000,diesel,1500,burgundy,mechanics,front-wheel drive,M
28994,hyundai,h-1-starex,17000,2011,with mileage,136500,diesel,2500,silver,auto,rear drive,M
28997,volkswagen,caravelle,5500,1994,with mileage,340000,diesel,2400,blue,mechanics,front-wheel drive,M
29005,ford,fusion-usa,11950,2015,with mileage,57400,petrol,1500,silver,auto,front-wheel drive,M
29006,opel,zafira,5000,2001,with mileage,307000,petrol,1800,silver,mechanics,front-wheel drive,M
29031,nissan,note,7000,2013,with mileage,85000,petrol,1400,other,mechanics,front-wheel drive,M
29032,mercedes-benz,vito,11778,2009,with mileage,247000,diesel,2200,white,mechanics,rear drive,M
29043,chrysler,voyager,1700,2000,with mileage,322000,diesel,2500,black,mechanics,front-wheel drive,M
29044,volkswagen,caravelle,9500,2000,with mileage,475630,diesel,2500,blue,mechanics,front-wheel drive,M
29066,opel,zafira,4100,2003,with mileage,300000,diesel,2200,silver,mechanics,front-wheel drive,M
29071,renault,scenic,10400,2015,with mileage,155000,diesel,1500,gray,mechanics,front-wheel drive,M
29073,mitsubishi,space-wagon,1830,1996,with mileage,350000,petrol,2000,green,mechanics,front-wheel drive,M
29082,volkswagen,transporter,2000,1985,with mileage,1,diesel,1900,burgundy,mechanics,rear drive,M
29110,opel,zafira,4300,2000,with mileage,17,petrol,1800,blue,mechanics,front-wheel drive,M
29118,volkswagen,caravelle,10500,2006,with mileage,500000,diesel,2500,silver,mechanics,front-wheel drive,M
29126,opel,meriva,8300,2011,with mileage,135000,diesel,1700,blue,auto,front-wheel drive,M
29139,renault,scenic,3137,2001,with mileage,280000,diesel,1900,silver,mechanics,front-wheel drive,M
29151,volkswagen,caravelle,4000,1991,with mileage,358000,diesel,1900,green,mechanics,front-wheel drive,M
29153,citroen,berlingo,2700,2001,with mileage,250000,diesel,1900,blue,mechanics,front-wheel drive,M
29163,lancia,zeta,4100,1999,with mileage,340000,diesel,2100,blue,mechanics,front-wheel drive,M
29178,kia,carens,3950,2002,with mileage,243194,diesel,2000,silver,mechanics,front-wheel drive,M
29189,volkswagen,transporter,9350,2000,with mileage,410000,diesel,2500,green,mechanics,front-wheel drive,M
29193,renault,scenic,2600,1999,with mileage,266000,diesel,1900,white,mechanics,front-wheel drive,M
29208,peugeot,partner,6500,2009,with mileage,220000,petrol,1600,black,mechanics,front-wheel drive,M
29229,nissan,almera-tino,3000,2000,with mileage,300000,diesel,2200,silver,mechanics,front-wheel drive,M
29231,volkswagen,caddy-maxi,7900,2010,with mileage,404000,diesel,1900,green,mechanics,front-wheel drive,M
29235,volkswagen,transporter,6300,1997,with mileage,454000,petrol,2500,green,mechanics,front-wheel drive,M
29240,renault,scenic,2950,2000,with mileage,216000,petrol,1600,silver,auto,front-wheel drive,M
29256,opel,zafira,5900,2008,with mileage,210000,diesel,1700,silver,mechanics,front-wheel drive,M
29258,kia,carens,4500,2004,with mileage,310000,diesel,2000,blue,mechanics,front-wheel drive,M
29266,chevrolet,orlando,12500,2013,with mileage,100800,petrol,1800,white,auto,front-wheel drive,M
29299,volkswagen,multivan,42000,2016,with mileage,201226,diesel,2000,gray,auto,part-time four-wheel drive,M
29309,volkswagen,touran,5500,2005,with mileage,400000,diesel,1900,gray,mechanics,front-wheel drive,M
29334,ford,c-max,4700,2003,with mileage,234800,petrol,1800,silver,mechanics,front-wheel drive,M
29338,volkswagen,transporter,9032,2004,with mileage,385000,diesel,1900,white,mechanics,front-wheel drive,M
29346,hyundai,matrix,3500,2003,with mileage,340000,diesel,1500,gray,mechanics,front-wheel drive,M
29352,mazda,mpv,4900,2003,with mileage,341180.08,petrol,3000,black,auto,front-wheel drive,M
29359,mazda,5,6000,2008,with mileage,242044.736,petrol,2300,black,auto,front-wheel drive,M
29361,opel,zafira,12800,2014,with mileage,115000,petrol,1400,silver,auto,front-wheel drive,M
29370,renault,scenic,10200,2013,with mileage,180000,diesel,1500,brown,mechanics,front-wheel drive,M
29385,ford,galaxy,4300,1999,with mileage,360000,diesel,1900,green,mechanics,front-wheel drive,M
29387,volkswagen,transporter,9950,2002,with mileage,458000,diesel,2500,green,mechanics,front-wheel drive,M
29395,ford,galaxy,3700,1999,with mileage,250000,petrol,2300,burgundy,mechanics,front-wheel drive,M
29407,opel,zafira,6600,2003,with mileage,280000,diesel,2200,blue,mechanics,front-wheel drive,M
29408,mitsubishi,space-star,2300,2001,with mileage,340000,diesel,1800,silver,mechanics,front-wheel drive,M
29413,volkswagen,transporter,4400,1995,with mileage,210000,diesel,2400,brown,mechanics,front-wheel drive,M
29432,renault,scenic,2450,1999,with mileage,330,petrol,1600,purple,mechanics,front-wheel drive,M
29433,volkswagen,transporter,4850,1993,with mileage,350741,diesel,2400,gray,mechanics,front-wheel drive,M
29435,mercedes-benz,b-klass,6500,2007,with mileage,130000,petrol,1700,other,auto,front-wheel drive,M
29451,mercedes-benz,vito,7200,1997,with mileage,340000,diesel,2300,blue,mechanics,front-wheel drive,M
29458,citroen,evasion,2900,1995,with mileage,400000,diesel,1900,green,mechanics,front-wheel drive,M
29465,volkswagen,touran,5750,2006,with mileage,289000,diesel,1900,silver,mechanics,front-wheel drive,M
29467,opel,zafira,4100,2001,with mileage,244000,petrol,1600,green,mechanics,front-wheel drive,M
29494,volkswagen,transporter,7350,1997,with mileage,411000,petrol,2000,blue,mechanics,front-wheel drive,M
29512,ford,galaxy,3000,1997,with mileage,17,petrol,2300,silver,mechanics,,M
29542,renault,scenic,2500,1998,with mileage,260000,petrol,1600,blue,mechanics,front-wheel drive,M
29547,seat,alhambra,5900,2001,with mileage,300000,diesel,1900,blue,mechanics,front-wheel drive,M
29549,renault,scenic,3000,1998,with mileage,287000,petrol,1600,gray,mechanics,front-wheel drive,M
29551,citroen,c3-picasso,8500,2013,with mileage,81000,petrol,1600,white,auto,,M
29563,volkswagen,multivan,28521,2014,with mileage,254000,diesel,2000,silver,mechanics,all-wheel drive,M
29583,volkswagen,caravelle,10000,1999,with mileage,610000,diesel,2500,white,mechanics,front-wheel drive,M
29606,chrysler,town-and-country,3700,2005,with mileage,422129.882,petrol,3300,silver,auto,front-wheel drive,M
29612,ford,fusion-usa,16600,2016,with mileage,39000,petrol,1500,blue,auto,front-wheel drive,M
29616,renault,scenic,7000,2010,with mileage,192000,diesel,1500,silver,mechanics,front-wheel drive,M
29627,chrysler,voyager,3500,1998,with mileage,380000,diesel,2500,blue,mechanics,front-wheel drive,M
29633,kia,carnival,3700,2003,with mileage,340000,diesel,2900,silver,mechanics,front-wheel drive,M
29638,peugeot,807,6100,2006,with mileage,290000,diesel,2200,other,mechanics,front-wheel drive,M
29639,volkswagen,transporter,8000,2001,with mileage,430000,diesel,2500,blue,mechanics,front-wheel drive,M
29656,mazda,premacy,3500,2003,with mileage,400506,petrol,2000,silver,auto,front-wheel drive,M
29666,renault,scenic,3230,2001,with mileage,307995,diesel,1900,white,mechanics,front-wheel drive,M
29668,volkswagen,touran,13999,2015,with mileage,166000,diesel,1600,black,mechanics,front-wheel drive,M
29669,mazda,premacy,3500,2000,with mileage,260000,petrol,1800,red,mechanics,front-wheel drive,M
29676,opel,zafira,6800,2006,with mileage,281000,diesel,1900,blue,auto,front-wheel drive,M
29690,volkswagen,transporter,3500,1994,with mileage,495,diesel,1900,burgundy,mechanics,front-wheel drive,M
29699,volkswagen,transporter,6200,1998,with mileage,547,diesel,2500,white,mechanics,front-wheel drive,M
29706,renault,scenic,3250,2000,with mileage,321000,diesel,1900,other,mechanics,front-wheel drive,M
29711,volkswagen,transporter,9792,2005,with mileage,340000,diesel,2500,blue,mechanics,part-time four-wheel drive,M
29727,opel,combo,9500,2015,with mileage,140000,diesel,1300,silver,mechanics,front-wheel drive,M
29737,opel,zafira,5100,2004,with mileage,301500,petrol,1800,blue,mechanics,front-wheel drive,M
29742,ford,c-max,5100,2006,with mileage,150000,petrol,2000,blue,auto,front-wheel drive,M
29744,volkswagen,transporter,7900,2000,with mileage,340000,diesel,2500,white,mechanics,front-wheel drive,M
29752,opel,zafira,5000,2003,with mileage,111111,diesel,2000,silver,mechanics,front-wheel drive,M
29754,ford,c-max,6200,2007,with mileage,227000,diesel,1600,silver,mechanics,front-wheel drive,M
29756,peugeot,expert,2800,2002,with mileage,250000,diesel,2000,white,mechanics,front-wheel drive,M
29775,fiat,doblo,5700,2012,with mileage,218500,petrol,1400,other,mechanics,front-wheel drive,M
29784,toyota,verso,11500,2011,with mileage,130000,petrol,1800,gray,auto,front-wheel drive,M
29794,ford,galaxy,2999,1996,with mileage,280000,petrol,2800,blue,auto,front-wheel drive,M
29801,volkswagen,touran,6999,2008,with mileage,231000,petrol,1400,black,auto,front-wheel drive,M
29809,opel,zafira,4300,2001,with mileage,389000,diesel,2000,silver,mechanics,front-wheel drive,M
29811,peugeot,expert,4300,2001,with mileage,560,diesel,2000,blue,mechanics,front-wheel drive,M
29851,peugeot,807,11000,2010,with mileage,193000,diesel,2000,gray,mechanics,front-wheel drive,M
29855,volkswagen,transporter,7500,2002,with mileage,401000,diesel,2500,black,mechanics,front-wheel drive,M
29856,volkswagen,transporter,6999,1999,with mileage,580000,diesel,2500,white,mechanics,front-wheel drive,M
29865,renault,kangoo,1350,1998,with mileage,200000,petrol,1400,burgundy,mechanics,front-wheel drive,M
29873,volkswagen,transporter,10500,2005,with mileage,300000,diesel,2500,silver,mechanics,front-wheel drive,M
29879,toyota,verso,16950,2016,with mileage,88000,diesel,1600,white,mechanics,front-wheel drive,M
29901,renault,scenic,4400,2004,with mileage,250000,diesel,1500,gray,mechanics,front-wheel drive,M
29911,opel,zafira,5200,2005,with mileage,419000,diesel,1900,other,mechanics,front-wheel drive,M
29934,kia,carnival,2100,2000,with mileage,777777,diesel,2900,other,mechanics,front-wheel drive,M
29938,opel,zafira,3700,2000,with mileage,212000,petrol,1800,black,mechanics,front-wheel drive,M
29971,toyota,corolla-verso,6350,2004,with mileage,257000,diesel,2000,black,mechanics,front-wheel drive,M
29999,chrysler,grand-voyager,7748,2007,with mileage,232000,diesel,2800,silver,auto,front-wheel drive,M
30010,renault,scenic,3600,2001,with mileage,320000,petrol,1800,blue,mechanics,front-wheel drive,M
30033,ford,galaxy,3900,1999,with mileage,513120,diesel,1900,silver,mechanics,front-wheel drive,M
30044,nissan,almera-tino,2400,2000,with mileage,317000,petrol,1800,burgundy,mechanics,front-wheel drive,M
30055,hyundai,matrix,2828,2004,with mileage,205000,diesel,1500,blue,mechanics,front-wheel drive,M
30067,toyota,yaris-verso,2900,2000,with mileage,430000,petrol,1300,silver,mechanics,front-wheel drive,M
30068,ford,galaxy,3970,1999,with mileage,320000,petrol,2300,silver,mechanics,front-wheel drive,M
30069,peugeot,partner,2900,2002,with mileage,330000,diesel,1900,red,mechanics,front-wheel drive,M
30077,volkswagen,caravelle,26000,2014,with mileage,64200,diesel,2000,brown,mechanics,front-wheel drive,M
30078,opel,zafira,12950,2015,with mileage,120433,diesel,1600,black,mechanics,front-wheel drive,M
30100,volkswagen,transporter,9300,2006,with mileage,260000,diesel,2500,silver,mechanics,front-wheel drive,M
30104,seat,altea,6700,2010,with mileage,207000,petrol,1200,black,mechanics,front-wheel drive,M
30118,opel,zafira,7900,2010,with mileage,212000,diesel,1700,blue,mechanics,front-wheel drive,M
30120,ford,fusion-usa,11900,2014,with mileage,80467,petrol,1500,black,auto,front-wheel drive,M
30125,ford,galaxy,9600,2007,with mileage,185000,petrol,2000,silver,mechanics,front-wheel drive,M
30142,opel,zafira,4350,2001,with mileage,284000,diesel,2000,green,mechanics,front-wheel drive,M
30144,renault,scenic,2100,1999,with mileage,215000,petrol,2000,burgundy,auto,front-wheel drive,M
30151,peugeot,807,6100,2005,with mileage,315000,diesel,2000,blue,mechanics,front-wheel drive,M
30156,peugeot,807,9000,2007,with mileage,250000,diesel,2000,green,mechanics,front-wheel drive,M
30157,volkswagen,transporter,7500,2001,with mileage,400000,diesel,2500,blue,mechanics,front-wheel drive,M
30166,volkswagen,caravelle,11999,2006,with mileage,337000,diesel,2500,blue,auto,front-wheel drive,M
30174,ford,galaxy,3450,1996,with mileage,392000,petrol,2000,blue,mechanics,front-wheel drive,M
30185,volkswagen,caravelle,6800,1999,with mileage,1000,diesel,2400,red,mechanics,,M
30209,volkswagen,touran,6300,2005,with mileage,213,diesel,1900,black,mechanics,front-wheel drive,M
30212,renault,scenic,2200,1998,with mileage,247546,petrol,2000,blue,mechanics,front-wheel drive,M
30222,renault,scenic,1700,1997,with mileage,295000,petrol,2000,green,mechanics,front-wheel drive,M
30226,volkswagen,transporter,1000,1981,with damage,100000,diesel,1900,white,mechanics,rear drive,M
30233,volkswagen,transporter,6500,1998,with mileage,670000,diesel,2500,white,mechanics,front-wheel drive,M
30234,volkswagen,multivan,38500,2016,with mileage,140000,diesel,2000,brown,auto,front-wheel drive,M
30250,opel,zafira,5300,2004,with mileage,340000,diesel,2000,gray,mechanics,front-wheel drive,M
30251,mitsubishi,carisma,1400,1999,with mileage,450000,diesel,1900,burgundy,mechanics,front-wheel drive,M
30252,opel,zafira,3500,1999,with mileage,370,petrol,1800,silver,mechanics,front-wheel drive,M
30257,renault,kangoo,5800,2010,with mileage,260000,diesel,1500,white,mechanics,front-wheel drive,M
30277,toyota,corolla-verso,6900,2006,with mileage,212000,petrol,1800,blue,auto,front-wheel drive,M
30279,renault,scenic,1500,1997,with mileage,300000,petrol,2000,purple,mechanics,front-wheel drive,M
30291,opel,zafira,4500,2002,with mileage,300000,diesel,2000,silver,mechanics,front-wheel drive,M
30301,mitsubishi,space-star,2500,2000,with mileage,270,petrol,1800,silver,mechanics,front-wheel drive,M
30316,citroen,evasion,2960,1999,with mileage,200000,petrol,2000,blue,mechanics,front-wheel drive,M
30356,opel,vivaro,12900,2009,with mileage,270000,diesel,2000,white,mechanics,front-wheel drive,M
30364,citroen,c8,6250,2005,with mileage,455000,diesel,2000,blue,mechanics,front-wheel drive,M
30368,opel,zafira,4000,2001,with mileage,250000,diesel,2000,blue,mechanics,front-wheel drive,M
30377,renault,scenic,2500,2000,with mileage,409000,petrol,2000,white,mechanics,front-wheel drive,M
30379,mazda,mpv,3000,2002,with mileage,358882.82,petrol,3000,blue,auto,front-wheel drive,M
30425,renault,scenic,3650,2000,with mileage,320000,petrol,2000,silver,auto,front-wheel drive,M
30433,volkswagen,transporter,11000,2005,with mileage,288000,petrol,2000,blue,mechanics,front-wheel drive,M
30449,citroen,c8,5490,2004,with mileage,352000,diesel,2200,burgundy,mechanics,front-wheel drive,M
30453,renault,scenic,4150,2002,with mileage,367642,diesel,1900,silver,mechanics,,M
30470,mitsubishi,grandis,6400,2005,with mileage,305000,diesel,2000,black,mechanics,front-wheel drive,M
30513,renault,scenic,3000,2001,with mileage,297457,diesel,1900,green,mechanics,front-wheel drive,M
30527,fiat,ulysse,3200,1998,with mileage,370000,petrol,2000,blue,mechanics,front-wheel drive,M
30532,mitsubishi,carisma,2139,2000,with mileage,264500,diesel,1900,silver,mechanics,front-wheel drive,M
30536,mercedes-benz,b-klass,7500,2006,with mileage,265000,diesel,2000,gray,auto,front-wheel drive,M
30559,mitsubishi,space-star,2600,2001,with mileage,210000,petrol,1600,silver,mechanics,front-wheel drive,M
30561,volkswagen,transporter,3500,1995,with mileage,300000,diesel,2400,gray,mechanics,front-wheel drive,M
30568,opel,meriva,3000,2005,with mileage,153000,petrol,1600,silver,mechanics,front-wheel drive,M
30587,nissan,almera-tino,2800,2001,with mileage,260000,petrol,1800,green,auto,front-wheel drive,M
30598,opel,zafira,8780,2011,with mileage,172000,petrol,1800,silver,mechanics,front-wheel drive,M
30602,chevrolet,orlando,11300,2014,with mileage,99000,petrol,1800,gray,mechanics,front-wheel drive,M
30607,opel,zafira,11200,2015,with mileage,141000,diesel,1600,white,mechanics,front-wheel drive,M
30611,opel,zafira,7300,2008,with mileage,97000,petrol,1800,silver,auto,front-wheel drive,M
30614,volkswagen,transporter,2500,1991,with mileage,112665,diesel,2400,burgundy,mechanics,front-wheel drive,M
30615,volkswagen,touran,4150,2005,with mileage,442065,diesel,1900,silver,auto,front-wheel drive,M
30617,toyota,verso,13500,2013,with mileage,187000,petrol,1800,gray,auto,front-wheel drive,M
30631,renault,scenic,2500,1999,with mileage,230000,diesel,1900,blue,mechanics,front-wheel drive,M
30643,mercedes-benz,viano,21650,2011,with mileage,221000,diesel,3000,black,auto,rear drive,M
30644,citroen,evasion,3780,1999,with mileage,328000,petrol,2000,green,mechanics,front-wheel drive,M
30651,chrysler,voyager,5500,2001,with mileage,245000,petrol,2400,green,mechanics,front-wheel drive,M
30653,chrysler,voyager,6800,2006,with mileage,344600,petrol,2400,silver,mechanics,front-wheel drive,M
30664,peugeot,806,2600,1996,with mileage,259000,petrol,2000,gray,mechanics,front-wheel drive,M
30667,ford,c-max,5500,2005,with mileage,198000,petrol,2000,blue,mechanics,front-wheel drive,M
30690,opel,zafira,11950,2016,with mileage,189000,diesel,1598,gray,mechanics,front-wheel drive,M
30700,seat,altea,7100,2008,with mileage,230000,diesel,1900,burgundy,mechanics,front-wheel drive,M
30702,opel,vivaro,17800,2015,with mileage,181000,diesel,1598,white,mechanics,front-wheel drive,M
30709,renault,scenic,1600,1997,with mileage,362000,diesel,1900,silver,mechanics,front-wheel drive,M
30712,mercedes-benz,vito,4985,1998,with mileage,413,diesel,2300,green,mechanics,front-wheel drive,M
30722,renault,scenic,1950,1997,with mileage,300,petrol,1600,silver,mechanics,front-wheel drive,M
30725,mercedes-benz,b-klass,5900,2008,with mileage,270100,diesel,2000,white,auto,front-wheel drive,M
30732,volkswagen,transporter,9500,2003,with mileage,400,diesel,1900,brown,mechanics,front-wheel drive,M
30736,ford,galaxy,4300,2000,with mileage,250000,diesel,1900,silver,mechanics,front-wheel drive,M
30743,volkswagen,touran,7500,2008,with mileage,199000,petrol,1400,gray,auto,front-wheel drive,M
30744,volkswagen,transporter,7750,2002,with mileage,500000,diesel,2500,blue,mechanics,front-wheel drive,M
30773,renault,scenic,2600,1998,with mileage,500000,petrol,1600,blue,mechanics,front-wheel drive,M
30780,volkswagen,touran,6000,2005,with mileage,327037,diesel,1896,silver,mechanics,front-wheel drive,M
30785,mazda,mpv,7000,2006,with mileage,212432.88,petrol,3000,silver,auto,front-wheel drive,M
30792,volkswagen,caravelle,13300,2005,with mileage,472000,diesel,2500,other,mechanics,front-wheel drive,M
30794,opel,meriva,6950,2011,with mileage,183370,petrol,1400,black,mechanics,front-wheel drive,M
30800,volkswagen,caravelle,13700,2007,with mileage,190000,diesel,2500,silver,mechanics,front-wheel drive,M
30807,ford,c-max,5600,2007,with mileage,170000,petrol,1800,black,mechanics,front-wheel drive,M
30822,ford,galaxy,5000,1999,with mileage,330000,diesel,1900,black,mechanics,front-wheel drive,M
30825,peugeot,806,3300,1995,with mileage,478000,diesel,1900,blue,mechanics,front-wheel drive,M
30828,mercedes-benz,b-klass,9100,2010,with mileage,58000,petrol,1600,blue,auto,,M
30833,volkswagen,transporter,3500,1997,with mileage,518161,diesel,1900,white,mechanics,front-wheel drive,M
30840,nissan,almera-tino,2190,2001,with mileage,315165,diesel,2200,blue,mechanics,front-wheel drive,M
30848,kia,carnival,3500,2005,with mileage,222333,diesel,2900,silver,mechanics,front-wheel drive,M
30863,ford,galaxy,5250,2001,with mileage,360000,diesel,1900,black,mechanics,front-wheel drive,M
30865,chrysler,voyager,4500,2002,with mileage,221000,petrol,2400,blue,auto,front-wheel drive,M
30877,volkswagen,caravelle,15500,2010,with mileage,222000,diesel,2000,silver,mechanics,front-wheel drive,M
30878,seat,alhambra,5000,1999,with mileage,410000,diesel,1900,silver,mechanics,,M
30883,seat,alhambra,9700,2008,with mileage,279210,diesel,2000,black,mechanics,front-wheel drive,M
30885,volkswagen,touran,11250,2010,with mileage,170000,diesel,1600,silver,mechanics,front-wheel drive,M
30893,opel,zafira,7387,2007,with mileage,263678,diesel,1900,blue,mechanics,front-wheel drive,M
30910,mercedes-benz,viano,11000,2007,with mileage,380000,diesel,3000,silver,auto,rear drive,M
30923,ford,galaxy,5467,2002,with mileage,341000,diesel,1900,other,mechanics,front-wheel drive,M
30931,opel,meriva,7800,2012,with mileage,190000,diesel,1700,gray,mechanics,front-wheel drive,M
30957,renault,scenic,2800,1998,with mileage,333333,petrol,2000,gray,mechanics,front-wheel drive,M
30964,volkswagen,touran,9550,2011,with mileage,151000,petrol,1400,other,auto,front-wheel drive,M
30990,toyota,corolla-verso,8500,2007,with mileage,219000,diesel,2200,silver,mechanics,front-wheel drive,M
31002,citroen,evasion,3800,1999,with mileage,300000,petrol,2000,silver,mechanics,front-wheel drive,M
31023,opel,zafira,4500,2002,with mileage,270000,petrol,1600,silver,mechanics,front-wheel drive,M
31024,chevrolet,orlando,9390,2012,with mileage,143800,petrol,1800,white,mechanics,front-wheel drive,M
31027,seat,altea,7200,2007,with mileage,362000,diesel,1900,silver,mechanics,front-wheel drive,M
31028,volkswagen,caravelle,9500,2001,with mileage,396000,diesel,2500,white,mechanics,front-wheel drive,M
31030,nissan,almera-tino,2980,2000,with mileage,310000,diesel,2200,green,mechanics,front-wheel drive,M
